"Story","Title","Result","Date","Stability","Duration (s)"
"Automate the shopping process on the Advantage online store","Add different products to the cart and validate the total purchase","SUCCESS","2024-06-07T17:17:10.2370128-05:00[America/Bogota]","0.0","19.29"
