"Story","Title","Result","Date","Stability","Duration (s)"
"Automate the shopping process on the Advantage online store","Add different products to the cart, validate the total price purchase and finalize the buy","SUCCESS","2024-06-07T10:45:29.734548-05:00[America/Bogota]","0.0","26.97"
