"Story","Title","Result","Date","Stability","Duration (s)"
"Automate the shopping process on the Advantage online store","Add different products and eliminated a product for validate the change in total purchase","SUCCESS","2024-06-07T14:48:56.8822897-05:00[America/Bogota]","0.0","28.45"
